700258 01
001109,00D861,047C16,2CF05D,309C23,345A60,448A5B,4CCC6A,6C626D,8C89A5,D43D7E,D843AE,D8BBC1,D8CB8A,FC9D05,000C76,0010DC,0013D3,0019DB,001D92,002185,002421,406186 Micro-Star
DC1DD4 Microstep-MIS
6097DD MicroSys
002086 MICROTECH
0009A0 Microtechno
008090,00D0B9 MICROTEK
F06E32 MICROTEL
0080A1 MICROTEST
28E794 Microtime
000E61 MICROTROL
0023E3 Microtronic
006080 MICROTRONIX
0006A2 Microtune
0040A3 MICROUNITY
00063D,001D65,001E41,0080CC Microwave
000C1C MicroWeb
00E049 MICROWI
000F6D,10C73F,000D7F,006071 Midas
001EC5,080053 Middle
382187 Midea
142882 MIDICOM
00117E,004501,78C95E Midmark
601D0F Midnite
ACCABA Midokura
C4C0AE MIDORI
00E0AC MIDSCO
00050D Midstream
001B6D Midtronics
001D63,40B02F Miele
0090DD MIHARU
00E09C MII
445ADF MIKAMI
0040EC MIKASA
08000C MIKLYN
38D9A5 Mikotek
FC5B26 MikroBits
00E07A MIKRODIDAKT
001DDA Mikroelektronika
00196A MikroM
002079 MIKRON
280CB8 Mikrosay
34AAEE Mikrovisatos
000E93 Mil
0040C8 MILAN
E0C6B3 MilDef
0026F6 Military
CC0CDA Miljovakt
C8E130 Milkyway
001BFF Millennia
001242 Millennial
78324F Millennium
28A574 Miller
00077B Millimetrix
002151 Millinet
00174C Millipore
E8F226 MILLSON
2C7B5A Milper
4050E0 Milton
00D01B MIMAKI
F44955 MIMO
708CBB MIMODISPLAYKOREA
0002F9 MIMOS
20B5C6,849CA4,8CB6C5,9070BF,CC54FE Mimosa
E8EF05 MIND
3859F8 MindMade
000F14,00A037,380B26,6C3E51 Mindray
0030DB Mindready
00088A,000D5F Minds
7C4AA8 MindTree
68CC9C Mine
001400,0050D0 MINERVA
00042C Minet
CC6B98 Minetec
002027,447098 MING
00150F mingjong
54A9D4 Minibar
9441C1 Mini-Cam
D0737F Mini-Circuits
C03B8F Minicom
C49805 Minieum
004036 Minim
002535 Minimax
000072 MINIWARE
A01E0B MINIX
E477D4 Minrray
B4B5AF Minsung
000CA6 Mintera
000EAC MINTRON
34DD04 Minut
E4F939 Minxon
D0D3FC,340B40 Mios
84F6FA Miovision
00061D MIP
00271F MIPRO
00D0A0 MIPS
00086B MIPSYS
002633 MIR
B04515 mira
000335,000DA1,34587C Mirae
88F00F Miraeil
ECD00E MiraeRecognition
6C1B3F MiraeSignal
000363 Miraesys
001B74 MiraLink
001E71 MIrcom
B8D56B Mirka
002059 MIRO
10CE45 Miromico
10FCB6 mirusystems
24D81E MirWifi
080CC9 Mission
00086D,00118C Missouri
003E73,00D626,04A924,04CDC0,14A454,3C94FD,5433C6,5C5B35,709041,7CB68D,A83A79,A8537D,A8F7D9,AC2316,C87867,D420B0,D4DC09 Mist
00E032 MISYS
000353,002220,00224D,0040D0,148430,4C38D5 Mitac
0008D9 Mitadenshi
000D6B,F0321A Mita-Teknik
00C04D MITEC
00085D,1400E9,08000F Mitel
000B8A MITEQ
001D59 Mitra
0C4C39,2C9682,345760,443B14,4448B9,840BBB,84AA9C,9897D1,A433D7,ACC662,B014DF,B046FC,B8FFB3,C03DD9,CCD4A1,CCEDDC,D8C678,E04136,E4AB89,E8458B MitraStar
001D3F,3C6E63,00204C Mitron
6C81FE Mitsuba
001ED9,002692,080070,104B46,28E98E,30BE3B,38E08E,58528A,94A4B5,000A66,0010C9,00606A,0090DF,588D39,EC5C69 Mitsubishi
0006F9 Mitsui
006FF2,00A096,78617C,BC825D,C449BB,F0AB54,F83C80 MITSUMI
1C6BCA Mitsunami
C0C946 MITSUYA
1C5D80 Mitubishi
001814 Mitutoyo
D469A5,001BC8 Miura
989D40 MIWA
0017A3 MIX
008BFC mixi
002340,402E28 MiXTelematics
000BA6 Miyakawa
0024F6 MIYOSHI
0080F8 MIZAR
B0CF4D MI-Zone
001C8B MJ
002429 MK
0026FE MKD
0003EE MKNet
000B17,E8D0FA MKS
880907 MKT
9CDE4D ML
14E4EC mLogic
78058C mMax
002446 MMB
00300D,00604D MMC
005097 MMC-EMBEDDED
0014E3 mm-lab
F42833 MMPC
000719 Mobiis
0024C7 Mobilarm
0017A7,00188C,001C31,001FDC,0021C0,0025CC,084296,10A659,4C4B68,785712,0015E6 Mobile
00266D MobileAccess
00127D MobileAria
001D0C MobileCompia
40270B Mobileeco
001CEC Mobilesoft
7CBF88 Mobilicom
0005A0 MOBILINE
0021A9 Mobilink
000694 Mobillian
34D09B MobilMAX
001A5D Mobinnova
001BC3 Mobisolution
F0F260 Mobitec
0019DE MOBITEK
B0D41F MOBITITECABSOLUT
004088 MOBIUS
00045C Mobiwave
4C1154,7404F0,C0CBF1,D04E50,58257A,B0350B,E048D3,E4FB8F,E88FC4,F8EDAE Mobiwire
0026A0 moblic
0003C5 Mobotix
003061 MobyTEL
00220F MoCA
EC64E7 MOCACARE
001D93 Modacom
3CF4F9 Moda-InnoChips
905F8D modas
6CE01E Modcam
001C30 Mode
842BBC Modelleisenbahn
B4A5A9 MODI
001B68 Modnnet
E0143E Modoosis
340CED Moduel
00C055,00D0DC MODULAR
18E8DD MODULETEK
001AFC ModusLink
0022C8 ModuVision
D0B0CD Moen
E43A65 MofiNetwork
C02D10 MOHAN
38DE60 Mohlenhoff
001F48 Mojix
785005 MOKO
0050A9 MOLDAT
000A4C,004025 Molecular
108EBA Molekule
00093A,005016,B4C62E,F82F08 Molex
0003CC,78D9E9 Momentum
1441E2 Monaco
70A84C MONAD
000904 MONDIAL
002543 MONEYTECH
900E83 Monico
001197 Monitoring
0017D4 Monsoon
8005DF Montage
00D0F2 MONTEREY
00188F Montgomery
0CD3A1 Monthly
00128F Montilio
047E4A moobox
0009CC,D8EE78 Moog
001D39 MOOHADIGITAL
0005AA,00C082 Moore
6CF5E8 Mooredoll
E4C6E6 Mophie
54FFCF Mopria
001459 Moram
002372 MORE
00221B Morega
00D0CF MORETON
00155E Morgan
64E892 Morio
102831 Morion
00C063 MORNING
00255D Morningstar
00B09A Morrow
0CBF74 Morse
000F82 Mortara
0005EC,08002A Mosaic
001A72 Mosart
001703 MOSDAN
001691 Moser-Baer
201257 Most
000777 Motah
0017F8 Motech
000BF0 MoTEX
000E42 Motic
0008EA,001231,0012D5,F0F669 Motion
00047D,000A28,000EC7,001885,001F92,002437,002492,006201,00B8B6,00FADE,0434F6,04D395,0838E6,083F21,08AA55,08CC27,0C7165,0C7DB0,0CCB85,0CEC8D,102B1C,140589,141AA3,1430C6,185F27,1C56FE,1C64F0,2036D0,20B868,2446C8,24B5B9,24D53B,24DA9B,2812D0,2CFDAB,3009C0,304B07,3083D2,34BB26,3880DF,38E39F,38EC07,40786A,408805,40A108,40FAFE,441C7F,4480EB,482CEA,4888CA,4CCC34,50131D,5016F4,502FBB,542758,58D9C3,5C5188,601D91,60BEB5,6411A4,64DB43,68871C,68C44D,6C976D,74136A,74B059,74BEF3,78D6DC,7C4685,7C7B1C,7CA53E,8058F8,806C1B,84100D,84B8B8,88797E,88B4A6,8C4E46,8CF112,9068C3,90735A,90B9F9,94BE46,980CA5,982BA6,9CD917,A0465A,A422B6,A470D6,A89675,B04AB4,B07994,B0C2C7,B87E39,B898AD,B8A25D,BC1D89,BC98DF,BCFFEB,C06B55,C08C71,C4493E,C484C0,C4A052,C805A4,C85895,C89F0C,C8A1DC,C8C750,C8D959,CC0DF2,CC61E5,CCC3EA,D00401,D07714,D0F88C,D45B51,D45E89,D463C6,D4C94B,D8630D,D8CFBF,DCBFE9,DCEB4D,E01FFC,E0757D,E09861,E0A366,E426D5,E4907E,E89120,EC08E5,EC8892,ECED73,F0D7AA,F4F1E1,F4F524,F81F32,F8CFC5,F8E079,F8EF5D,F8F1B6,FCB9DF,FCD436,002075,00E00C,10746F,B8E28C Motorola
FC9AFA Motus
0012EC Movacolor
60BD91 Move
746B82 MOVEK
D422CD Movella
7492BA Movesense
0009C7 Movistec
00028D Movita
00137B,401920 Movon
500B88,0090E8 Moxa
6CFFBE MPB
002558 MPEDIA
8C60E7 MPGIO
00300B mPHASE
AC5135 MPI
0060C2 MPL
000A70 MPLS
6032F0 Mplus
14DDE5 MPMKVVCL
00901C mps
882AE1 MRC
E4EEFD MR&D
00501F MRG
000CFF MRO-TEK
E02CF3 MRS
00D0E2 MRT
000FBD,001669,00201A,3CA72B,443708,A46032,DC4D23 MRV
000C58 M&S
0C469D MS
00212B,CC418E MSA
000305,0030D6 MSC
581DC9 MSE
A8A5E2 MSF-Vathauer
001617,001FCF MSI
7CCD11 MS-Magnet
14A9E3 MST
0014B9 MSTAR
00268F MTA
20F002 MTData
743400 MTG
0013CD,00A0F1,44EE02 MTI
00090B MTL
B4AB2C MtM
880905 MTMCommunications
24050F MTN
0003CA MTS
0011C9 MTT
000E21 MTU
000099 MTX
000280 Mu
000EEE Muco
C8D429 Muehlbauer
0C57EB Mueller
001EFF Mueller-Elektronik
149BD7 MULI
B0027E MULLER
002455 MuLogic
C0A0DE Multi
00C03B MULTIACCESS
001476 MultiCom
0030BF MULTIDATA
745889 Multilaser
001481 Multilink
00225C,18F650,00A08C Multimedia
000BC3 Multiplex
0020A4 MULTIPOINT
000800,008000 MULTITECH
00D064 MULTITEL
00082E Multitone
D46C62 MultiTracks
00151F Multivision
0008A6 Multiware
000E6D,0013E0,0021E8,0026E8,00376D,006057,009D6B,00AEFA,044665,04C461,0C802F,10322C,1098C3,10A5D0,147DC5,1848CA,1C7022,1C994C,2002AF,24CD8D,2C4CC6,2CD1C6,3490EA,40F308,449160,44A7CF,48EB62,5026EF,58D50A,5CDAD4,5CF8A1,6021C0,60F189,707414,7087A7,747A90,784B87,78F505,7CB8DA,80999B,849690,88308A,8C4500,90B686,98F170,9C50D1,A0C9A0,A0CC2B,A0CDF3,A408EA,B0653A,B072BF,B8D7AF,C4AC59,CCC079,D00B27,D01769,D040EF,D0E44A,D44DA4,D45383,D81068,D8C46A,DCEFCA,DCFE23,E4CA5F,E84F25,E8E8B7,EC5C84,F02765,F03E05,FC84A7,FCC2DE,FCDBB3,005081 Murata
000F9E,4CEB76 Murrelektronik
00079D,0008D0 Musashi
001D3C Muscle
7011AE Music
001CBB MusicianLink
789966 Musilab
000D1A Mustek
000751 m-u-t
00A011 MUTOH
A8EEC6 Muuselabs
0003CF Muxcom
001AE5 Mvox
D0D471 MVTECH
000626 MWE
000AD1 MWS
0006A0 Mx
C89346 MXCHIP
44348F MXT
CCE798 My
000E18 MyA
000984 MyCasa
38458C MyCloud
00C057 MYCO
2897B8 myenergi
C46BB4 myIDkey
24CBE7 MYK
001151 Mykotronx
F8DFE1 MyLight
000EC1 MYNAH
44E8A5 Myreka
00A05E MYRIAD
0060DD MYRICOM
00C0B4 MYSON
0005BB Myspace
009031 MYSTICOM
00092A MYTECS
001EE8 Mytek
001AE0 Mythology
001BA5 MyungMin
24C848 mywerk
001D27,00202A,004042,00903E N
001529 N3
185D6F N3com
DC05ED Nabtesco
BCA4E1 Nabto
20F83B Nabu
000561 nac
000442 NACT
001533 NADAM
9C77AA NADASNV
000269 Nadatel
000660 NADEX
0014B0 Naeil
000109,0827CE Nagano
001024 NAGOYA
EC8EAE Nagravision
8CAEDB,F8F082 NAGTECH
F89066 Nain
001760 Naito
001FF7 Nakajima
EC2C49 NakaoLab
00D0EC,480C49,8C3C4A,B04B68,C80739,F49651 NAKAYO
000CD7 Nallatech
0050AB NALTEC
000CA5 Naman
0020B7 NAMAQUA
8C477F NambooSolution
00902E NAMCO
A46191 NamJunSa
043385 Nanchang
00073D,000CB7,001BF1,00245A,00B78D,04174C,0C3D5E,0C63FC,14BEFC,20DF3F,30493B,38E8EE,3CAB72,44DB60,4C4D66,50547B,5414A7,546C50,585924,5C5310,6C8366,701988,70305E,70FD88,74B91E,88AF7B,8C0E60,8C1ECB,902759,90C35F,9C7F64,A0DA92,A4A179,AC77B9,B03850,B0B8D5,B88DF1,C817F5,D40E60,D4772B,DC045A,DC3262,DC503A,DC9A8E,DCE0EB,E04E7A,E0AADB,E451A9,E466E5,F02B18,F4472A,F463E7,F82E8E,F8A4FB,50CD32,000CB6,08E5DA,50294D,58BAD3,906FA9 Nanjing
808AF7 Nanoleaf
00205D NANOMATIC
90179B Nanomegas
001140 Nanometrics
6CF97C Nanoptix
44AAE8 Nanotec
A06E50 Nanotek
002380 Nanoteq
180B52 Nanotron
4CB44A NANOWAVE
9C2D49 Nanowell
68DB67,6C8AEC Nantong
D8B8F6 Nantworks
00116C Nanwang
000DE9 Napatech
D4F0B4 Napco
001CFF Napera
00060F Narad
000504 Naray
001367 Narayon
1C0042 NARI
000DE8 Nasaco
000855 NASA-Goddard
00A01C,2C010B,78192E NASCENT
00A0EE NASHOBA
94D86B nass
707EDE NASTEC
0016C9 NAT
E087B1 Nata-Info
00056E,000589,000C69,002157,00220B,38F708,947EB9,C4C19F,DC052F,00802F,0080C6,00E073,080017,1000E8 National
306F07 Nations
78995C Nationz
00020B Native
F80F84 Natural
002502 NaturalPoint
000211 Nature
A01BD6 Nautitech
6C15F9 Nautronix
00099C Naval
00189D Navcast
0007E3 Navcom
54EDA3 Navdy
90A62F NAVER
005024 NAVIC
000E91 Navico
78D5B5 NAVIELEKTRO
001B60 NAVIGON
40C7C9 Naviit
00046A Navini
001DC8 Navionics
0026B1,C47BA3 Navis
001B4E Navman
34A5B4 NAVTECH
00A0A9 NAVTEL
0025C1 Nawoo
00048C Nayna
001352 Naztec
B451F9 NB
0090F7 NBASE
080022 NBI
0004FA,781185 NBS
00E0BB NBX
0088BA NC&C
000E47 NCI
885EBD NCKOREA
000FE0 NComputing
08000E NCR
487AF6 NCS
245CBF NCSE
000D2D NCT
9CE10E,E856D6 NCTech
0040C9 NCUBE
0002E2,F8DAE2 NDC
000D4E NDR
000DF9,0024F5 NDS
002217 Neat
C463FB Neatframe
18A9A6 Nebra
3CCD73,68BE49,C8A620,00A019 Nebula
F497C2 Nebulon
8821E3 Nebusens
00004C,000862,000D02,000D5E,001479,0015EF,001697,001827,001B8B,002277,00255C,003013,003A9D,0060B9,0060DC,009075,0090E4,081086,100E2B,106682,1C7C98,1CB17F,343839,38BF33,549B49,58C232,6CE4DA,743A65,8022A7,8CDF9D,98F199,A41242,C025A2,D49234,F46E24,F8B797,F8CA85,FC6198 NEC
CCB691 NECMagnusCommunications
000228 Necsom
00E0C2 NECSY
182CB4 Nectarsoft
0020C6 NECTEC
000DA0 NEDAP
80BAE6 Neets
000B6E Neff
00026E NeGeN
00013F Neighbor
001CB5 Neihua
002576 NELI
142971 NEMOA
002572 Nemo-Q
000728,001506,009070,D47B35,E85484 Neo
000AF2 NeoAxiom
001748 Neokoros
9C7BD2 NEOLAB
00173D Neology
0011F3 NeoMedia
0012A0 NeoMeridian
ECF236 NEOMONTANA
0030EF,7CE044 NEON
00186C Neonode
00E08C NEOPARADIGM
F8769B Neopis
001B00 Neopost
002056 NEOPRODUCTS
0009D9 Neoscale
3C8970 Neosfar
000DCC NEOSMART
002432 Neostar
807D1B Neosystem
1C7370 Neotech
00237C NEOTION
00117F Neotune
78D004 Neousys
D46867 Neoventus
00261C NEOVIA
0001C4 NeoWave
0C1A61 Neox
38AC3D Nephos
001D01,CC3ADF Neptune
0060C0,6CE3B6 Nera
000C8F Nergal
709C8F Nero
00249D NES
ACC935 Ness
0026F4 Nesslab
18B430,641666 Nest
000A17,08000A NESTAR
BC0866 Nestle
B81999 Nesys
000200,0002C2,0002DF,08F2F4,C8873B,00105B,0020F6,485415,806CBC Net
84DF0C NET2GRID
006015 NET2NET
000E0B Netac
005091 NETACCESS
98D3E7 Netafim
00C017 NetAlly
0080E5,00A098,00A0B8,D039EA NetApp
0009C3 NETAS
70EE50 Netatmo
50514F Netbeam
10BE99 Netberg
000899 Netbind
0090D7 NetBoost
0002D3 NetBotz
0003F4 NetBurner
005036 NETCAM
001A5B NetCare
00039B NetChip
001DFB NETCLEUS
000E2C Netcodec
00058A,0080CA,00905D Netcom
18F145,4435B9,F8CA59,004028,006064 NetComm
001951 NETCONS
0009AB Netcontrol
0040F3 NETCOR
001092,00902F NETCORE
00A008 NETCORP
D49C53 NETCRAZE
00A0AB NETCS
001255 NetEffect
0004A4 NetEnabled
00078D NetEngines
0011D4 NetEnrich
44356F Neterix
0008BB NetExcell
00C021 NETEXPRESS
000672 Netezza
00121D Netfabric
001DF2 Netflix
00116F Netforyou
00095B,000FB5,00146C,00184D,001B2F,001E2A,001F33,00223F,0024B2,0026F2,008EF2,04A151,08028E,0836C9,08BD43,100C6B,100D7F,10DA43,1459C0,200CC8,204E7F,20E52A,288088,289401,28C68E,2C3033,2CB05D,30469A,3498B5,3894ED,3C3786,405D82,4494FC,44A56E,4C60DE,504A6E,506A03,54077D,6CB0CE,6CCDD6,744401,78D294,803773,80CC9C,841B5E,8C3BAD,941865,943B22,94A67E,9C3DCF,9CC9EB,9CD36D,A00460,A021B7,A040A0,A06391,A42B8C,B03956,B07FB9,B0B98A,BCA511,C03F0E,C0FFD4,C40415,C43DC7,C8102F,C89E43,CC40D0,DCEF09,E0469A,E046EE,E091F5,E0C250,E4F4C6,E8FCAF,F87394 NETGEAR
000430 Netgem
D8C068 Netgenetech
E0E656 Nethesis
50252B Nethra
0060FD NetICs
0003BE Netility
E82E0C NETINT
001BEC,24A42C Netio
007263,045EA4,048D38,64EEB7,88BD09,BC62CE,BCE001,DC8E8D,E4BEED Netis
0030A9 Netiverse
D477B2 Netix
0003B8 NetKit
000EA0 NetKlass
90AFD1 netKTI
00109A NETLINE
8C13E2,8CC7C3 NETLINK
00018B NetLinks
A80577 Netlist
18B3BA Netlogic
440CFD NetMan
000375 NetMedia
00112B NetModule
882950 Netmoon
0004C7 NetMount
000685 NetNearU
EC13B2 Netonix
00042E Netous
00110F netplat
000797,00A004 Netpower
00201E NETQUEST
0005E7 Netrake
00C013 NETRIX
006040 NETRO
808698 Netronics
000854,000014,00E07D Netronix
00154D Netronome
000537 Nets
00103E NETSCHOOLS
00808C,00A00E,049F81,D8E72B NETSCOUT
0002DB NETSEC
0001B8 Netsensity
0013EC Netsnapper
0040CE NET-SOURCE
00C012 NETSPAN
000116 Netspect
00E0D0 NETSPEED
006013 NETSTAL
000F38,00C080 Netstar
2C3BFD Netstor
001161 NetStreams
0007C2 Netsys
0025F6 netTALK
541159 Nettrix
002420 NetUP
001366 Neturity
00C0BA NETVANTAGE
940B2D NetView
0060C3 NETVISION
00137A Netvox
64D4F0 NETVUE
00C02E NETWIZ
000065,00021C,00050C,000956,001023,00185B,001B40,001DFF,001FDB,0030E1,082CB0,5C81A7,74B00C,000034,0000A3,0000A6,0000A7,0000A9,0000EE,000C82,00102E,00204E,00409A,0040ED,00505A,006010,006056,008020,008026,008060,0080B2,0080D8,0090FC,00A067,00C054,00C08E,00C0F3,00D0A8,080030,08008C Network
D8B6C1 NetworkAccountant
005979 Networked
00C05B NETWORKS
008043 NETWORLD
00B0F5,000079 NetWorth
0007C0 NetZerver
00E6E8 Netzin
D0A311 Neuberger
000B9F Neue
C8A1BA Neul
00172F NeuLion
001B31 Neural
80A796 Neuralink
0007DA Neuro
000CE4 NeuroCom
74F726,002043 Neuron
00068A NeuronNet
001811 Neuros
34A34E NevadaNano
00FD4C NEVATEC
000D39,001457,0016F6 Nevion
001575 Nevis
38AFD0 Nevro
000528,000E75,0018B8,0019BD,001A86,001C80,001C83,0023A4,00B881,00BED5,00DDB6,0440A9,04A959,04D7A5,083A38,083BE9,08688D,0C2779,0C3AFA,101965,103F8C,105EAE,1090FA,109F4F,10B65E,14517E,148477,14962D,18C009,1C9468,1CAB34,2419A5,28C97A,28E424,2C4C7D,2CE187,305F77,307BAC,30809B,30B037,30C6D7,30F527,346B5B,34CA81,34DC99,38A91C,38AD8E,38ADBE,3CD2E5,3CF5CC,40734D,4077A9,40FE95,441AFA,447609,487397,48BD3D,4CE9E4,5098B8,542BDE,54C6FF,58B38F,58C7AC,5C83CD,5CA721,5CC999,5CE7BF,5CF796,60DB15,642FC7,689320,6C8720,6CE2D3,6CE5F7,702AD7,703AA6,7057BF,708185,70C6DD,743A20,7449D2,74504E,7485C4,74ADCB,74D6CB,74EAC8,74EACB,782C29,78A13E,78AA82,78ED25,7C1E06,7C7A3C,7CD9FE,7CDE78,80616C,80E455,846569,882A5E,88DF9E,8C946A,8C96A5,900A75,9023B4,903F86,905D7C,90742E,90E710,90F7B2,94282E,94292F,943BB0,94A6D8,94A748,982044,98A92D,98F181,9C0971,9C54C2,9CE895,A069D9,A4FA76,A8C98A,ACCE92,B04414,B4D7DB,B845F4,B8D4F7,BC2247,BC31E2,BC5A34,BCD0EB,C40778,C4BCD7,C4C063,D425DE,D4A23D,D8D7F3,DC6555,DCA8CF,DCDA80,E48429,E878EE,ECCD4C,ECDA59,F01090,F47488,F4E975,F8388D,FC609B,00257E,00C015,18B6F7,1C35F1,6405BE New
807693 Newag
000D42 Newbest
604826 Newbridge
001C6E Newbury
000EB1 Newcotech
00507E NEWER
004099 NEWGEN
702DD1 Newings
00093D Newisys
909DE0 Newland
000981,58ECE1,F8F005,00801C Newport
44E2F1 NewRadio
848336 Newrun
84F117 Newseason
C8F9C8 NewSharp
001573 NewSoft
002720 NEW-SOL
000639 Newtec
000B5C Newtech
4C3910 Newtek
A4AD9E NEXAIOT
840A9E Nexapp
C4F122 Nexar
0010F3 Nexcom
00D084 NEXCOMM
2496D5 NEXCON
6CED51 NEXCONTROL
A45F9B Nexell
94D6DB NexFi
000FF1 nex-G
001F14 NexG
000E34,F49461,24AF54 NexGen
005000 NEXO
A00627 NEXPA
34CC28 Nexpring
001224 NexQL
000402 Nexsan
6CC41E NEXSEC
000403 Nexsi
0008F0,68FCB3 Next
28EBA6 Nex-T
00000F,0090DB,00D0F7,64D02D NEXT
BC2846 NextBIT
00B0DB Nextcell
0040B4 NEXTCOM
0001A5 Nextcomm
F0F08F,002591 Nextek
00185E Nexterm
0060F6 NEXTEST
00076A NEXTEYE
000644,001C81 NextGen
0011D3 NextGenTel
0008E9 NextGig
001D13 NextGTV
E8E49D Nexthop
001FAF NextIO
60BA18 nextLAP
000CC5 Nextlink
28BA18 NextNav
0003D7 NextNet
00D0EA NEXTONE
7CEF40 Nextorage
F80D4B Nextracker
001DEE NEXTVISION
002418 Nextwave
347ECA NEXTWILL
A4D9A4,000FAA,6C2F1C,008030 neXus
00E0DC NEXWARE
C02567 Nexxt
10A145 nexzo
0014CE NF
001753,382A8B,50C3A2,6C2813,A40450 nFore
F07485 NGD
001270 NGES
44C56F NGN
00A0E5 NHC
BC8AA3 NHN
1C6EE6 NHNETWORKS
000661 NIA
0C5F35 Niagara
5CE0F6 NIC
0002D6,00C0DA NICE
D87D45 Nicent
000B98 NiceTechVision
000F5F Nicety
0015D5 NICEVT
F455E0 Niceway
002320 Nicira
645FFF,000047 Nicolet
00036E Nicon
00308A NICOTRA
0018AD,00238F NIDEC
000BF7 NIDEK
442938 NietZsche
00199E Nifty
542B57 Night
00088E,68234B,000E41,0019A0,0060A2,00903A,00A09A Nihon
2440AE NIIC
000AD0,000E46,3C6A7D Niigata
9CA134 Nike
CC7B61 NIKKISO
001DE8 Nikko
00112A Niko
0090B5,3CBEE1 NIKON
10B9F7 Niko-Servodan
AC3CB4 Nilan
24724A Nile
001351 Niles
908060 Nilfisk
044A6A niliwi
A01C05 NIMAX
00309D,6C9CE9 Nimble
2C66AD NimbleTech
A86405,6C40C6,806459 nimbus
000D4D Ninelanes
0090A8 NineTiles
0026D6,04981C,1414E6,54068B,70EB74,98C3D2,A0E9DB,A47758,BC88C3,BC9325,C08135,0016D9,00178F,28061E,7829AD,947806 Ningbo
0009BF,001656,0017AB,00191D,0019FD,001AE9,001B7A,001BEA,001CBE,001DBC,001E35,001EA9,001F32,001FC5,002147,0021BD,00224C,0022AA,0022D7,002331,0023CC,00241E,002444,0024F3,0025A0,002659,002709,0403D6,182A7B,1C4586,200BCF,201C3A,28CF51,2C10C1,342FBD,34AF2C,38C6CE,3CA9AB,4044F7,40D28A,40F407,483177,48A5E7,48F1EB,4C306A,50236D,582F40,58B03E,58BDA3,5C0CE6,5C521E,601AC7,606BFF,64B5C6,702C09,7048F7,70F088,748469,74F9CA,7820A5,78818C,78A2A0,7CBB8A,80D2E5,8C56C5,8CCDE8,904528,9458CB,948E6D,98415C,98B6E9,98E255,98E8FA,9CE635,A438CC,A45C27,A4C0E1,A4C1E8,ACFAE4,B86870,B87826,B88AEC,B8AE6E,BC744B,BC89A6,BC9EBB,BCCE25,C84805,C89143,CC5B31,CC9E00,CCFB65,D05509,D4F057,D86B83,D86BF7,DC68EB,DCCD18,E00C7F,E0E751,E0EFBF,E0F6B5,E84ECE,E8A0CD,E8DA20,ECC40D Nintendo
F0F69C NIO
0020BD NIOBRARA
000369,0008CF,000DBB,000FFB,002279,4C7A48,642184,D41AC8,D8160A,0000D9,000BEC,000C11,00605F,00806E,009028,00C006 Nippon
9C3583 Nipro
0445A1 NIRIT-
0006B6 Nir-Or
000F13 Nisca
000987 NISHI
009001 NISHIMU
70AF25 Nishiyama
003047 NISSEI
00A04A NISSHIN
00266E Nissho-denki
000D38,008049 NISSIN
001274 NIT
000BF6 Nitgen
001550 Nits
001615 Nittan
0010D2 NITTO
40C48C N-iTUS
0026F7 Nivetti
0022FF NIVIS
001629 Nivus
001FCB NIW
00E6D3,02E6D3 NIXDORF
000C06 Nixvue
001B50 Nizhny
A072E4 NJ
00609A NJK
000C9F NKE
00A082 NKT
001426,545EBD,A041A7 NL
9C5B96 NMR
002022 NMS
001091,24DA11 NO
0C2026 noax
000316 Nobell
C4DA26 NOBLEX
143F27 Noccela
4818FA Nocsys
000267 NODE
002426 NOHMI
E0A198 NOJA
